"url","judul","narasi","label","clean_text"
"https://tekno.kompas.com/read/2026/04/29/13020087/china-buat-robot-tukang-bisa-merakit-bangunan-langsung-di-orbit","China Buat Robot ""Tukang"", Bisa Merakit Bangunan Langsung di Orbit","KOMPAS.com - China mengembangkan robot otonom untuk membangun struktur besar langsung di luar angkasa. Konsep yang terinspirasi dari proyek SpiderFab milik lembaga antariksa Amerika Serikat, NASA. Berbeda dari pendekatan konvensional yang mengharuskan struktur dibangun di Bumi lalu diluncurkan ke orbit, robot ini dirancang untuk merakit struktur langsung di luar angkasa dari bahan mentah seperti gulungan serat karbon. Robot ini ibarat menjadi ""tukang"" dan memungkinkan pembangunan berbagai infrastruktur berukuran besar di orbit, seperti antena raksasa, pembangkit listrik tenaga surya, hingga struktur pendukung stasiun luar angkasa masa depan. Selama ini, peralatan yang dikirim ke luar angkasa harus dirancang bisa dilipat agar muat di roket, lalu baru dibuka setelah mencapai orbit. Cara ini efektif, tetapi membatasi ukuran, bobot, dan desain struktur yang bisa dikirim.","0","china mengembangkan robot otonom untuk membangun struktur besar langsung di luar angkasa. konsep yang terinspirasi dari proyek spiderfab milik lembaga antariksa amerika serikat, nasa. berbeda dari pendekatan konvensional yang mengharuskan struktur dibangun di bumi lalu diluncurkan ke orbit, robot ini dirancang untuk merakit struktur langsung di luar angkasa dari bahan mentah seperti gulungan serat karbon. robot ini ibarat menjadi tukang dan memungkinkan pembangunan berbagai infrastruktur berukuran besar di orbit, seperti antena raksasa, pembangkit listrik tenaga surya, hingga struktur pendukung stasiun luar angkasa masa depan. selama ini, peralatan yang dikirim ke luar angkasa harus dirancang bisa dilipat agar muat di roket, lalu baru dibuka setelah mencapai orbit. cara ini efektif, tetapi membatasi ukuran, bobot, dan desain struktur yang bisa dikirim."
"https://tekno.kompas.com/read/2026/04/29/11150057/100-ide-caption-hardiknas-2026-paling-keren-untuk-feed-instagram-dan-status","100 Ide Caption Hardiknas 2026 Paling Keren untuk Feed Instagram dan Status WhatsApp","KOMPAS.com - Hari Pendidikan Nasional atau Hardiknas yang diperingati setiap 2 Mei menjadi momen yang banyak dirayakan di media sosial. Mulai dari mengunggah foto bersama guru, twibbon bertema pendidikan, hingga kata-kata inspiratif yang mencerminkan semangat belajar dan menghargai jasa para pendidik. Namun, tidak sedikit yang bingung menentukan caption yang tepat untuk menyertai unggahan mereka. Supaya momen Hardiknas 2026 makin berkesan di feed Instagram, status WhatsApp, maupun Twitter, berikut KompasTekno rangkumkan ide caption Hari Pendidikan Nasional yang singkat, bermakna, dan siap pakai. Itulah kumpulan ide caption Hardiknas 2026 yang bisa langsung Anda gunakan untuk memeriahkan momen Hari Pendidikan Nasional di media sosial. Dapatkan update berita teknologi dan gadget pilihan setiap hari. Mari bergabung di Kanal WhatsApp KompasTekno.","0","hari pendidikan nasional atau hardiknas yang diperingati setiap 2 mei menjadi momen yang banyak dirayakan di media sosial. mulai dari mengunggah foto bersama guru, twibbon bertema pendidikan, hingga kata kata inspiratif yang mencerminkan semangat belajar dan menghargai jasa para pendidik. namun, tidak sedikit yang bingung menentukan caption yang tepat untuk menyertai unggahan mereka. supaya momen hardiknas 2026 makin berkesan di feed instagram, status whatsapp, maupun twitter, berikut kompastekno rangkumkan ide caption hari pendidikan nasional yang singkat, bermakna, dan siap pakai. itulah kumpulan ide caption hardiknas 2026 yang bisa langsung anda gunakan untuk memeriahkan momen hari pendidikan nasional di media sosial. dapatkan update berita teknologi dan gadget pilihan setiap hari. mari bergabung di kanal whatsapp kompastekno."
"https://tekno.kompas.com/read/2026/04/29/17030047/siaga-ai-taylor-swift-ajukan-suara-dan-foto-ikonik-jadi-merek-dagang-","Siaga AI, Taylor Swift Ajukan Suara dan Foto Ikonik Jadi Merek Dagang","KOMPAS.com - Penyanyi dan penulis lagu yang telah memenangkan banyak penghargaan Grammy, Taylor Swift, mengambil langkah hukum yang tidak biasa baru-baru ini. Ia mengajukan permohonan hak paten untuk melindungi suaranya sendiri, bahkan hingga tampilan visual ikonik dirinya. Langkah ini diajukan melalui perusahaan milik Swidt, yakni TAS Rights Management, ke Kantor Paten dan Merek Dagang Amerika Serikat (US Patent and Trademark Office) pada 24 April 2026. Hal ini dilakukan di tengah maraknya konten AI yang bisa meniru suara dan wajah seseorang, terutama musisi beken seperti Taylor Swift . Dalam pengajuan tersebut, ada tiga elemen utama yang ingin dilindungi. Dua di antaranya adalah suara di mana Swift mengucapkan “Hey, it’s Taylor Swift” dan “Hey, it’s Taylor” .","0","penyanyi dan penulis lagu yang telah memenangkan banyak penghargaan grammy, taylor swift, mengambil langkah hukum yang tidak biasa baru baru ini. ia mengajukan permohonan hak paten untuk melindungi suaranya sendiri, bahkan hingga tampilan visual ikonik dirinya. langkah ini diajukan melalui perusahaan milik swidt, yakni tas rights management, ke kantor paten dan merek dagang amerika serikat us patent and trademark office pada 24 april 2026. hal ini dilakukan di tengah maraknya konten ai yang bisa meniru suara dan wajah seseorang, terutama musisi beken seperti taylor swift . dalam pengajuan tersebut, ada tiga elemen utama yang ingin dilindungi. dua di antaranya adalah suara di mana swift mengucapkan hey, it s taylor swift dan hey, it s taylor ."
"https://tekno.kompas.com/read/2026/04/29/19000017/waspada-gpu-rtx-4090-palsu-ketahuan-hanya-dilihat-lewat-mikroskop","Waspada GPU RTX 4090 Palsu, Ketahuan Hanya Dilihat lewat Mikroskop","KOMPAS.com – Modus penipuan perangkat keras (hardware) komputer semakin canggih. Kini ditemukan tiruan kartu grafis ( GPU ) kelas atas Nvidia GeForce RTX 4090 yang begitu meyakinkan, bahkan mengecoh teknisi profesional. Kasus ini diungkap oleh kanal reparasi asal Amerika Serikat (AS), Northwest Repair, yang membedah sebuah GPU Asus ROG Strix RTX 4090 palsu. Teknisi di kanal YouTube tersebut mengatakan bahwa kartu grafis ini tampak seperti produk asli. Warna papan sirkuit (PCB), chip grafis, hingga modul memori terlihat identik dengan versi resmi. Ia juga menyebut ukiran laser pada chip dan tata letak komponen dibuat sangat presisi. Tidak ditemukan tanda-tanda umum GPU palsu, seperti sisa bongkar pasang chip atau thermal paste yang tidak rapi. Salah satu kejanggalan awal, menurut dia, hanyalah warna thermal paste yang sedikit lebih gelap.","0","modus penipuan perangkat keras hardware komputer semakin canggih. kini ditemukan tiruan kartu grafis gpu kelas atas nvidia geforce rtx 4090 yang begitu meyakinkan, bahkan mengecoh teknisi profesional. kasus ini diungkap oleh kanal reparasi asal amerika serikat as , northwest repair, yang membedah sebuah gpu asus rog strix rtx 4090 palsu. teknisi di kanal youtube tersebut mengatakan bahwa kartu grafis ini tampak seperti produk asli. warna papan sirkuit pcb , chip grafis, hingga modul memori terlihat identik dengan versi resmi. ia juga menyebut ukiran laser pada chip dan tata letak komponen dibuat sangat presisi. tidak ditemukan tanda tanda umum gpu palsu, seperti sisa bongkar pasang chip atau thermal paste yang tidak rapi. salah satu kejanggalan awal, menurut dia, hanyalah warna thermal paste yang sedikit lebih gelap."
"https://tekno.kompas.com/read/2026/04/29/17350007/update-harga-oppo-dan-realme-per-29-april-2026-masih-stabil-mulai-rp-1-jutaan-","Update Harga Oppo dan Realme per 29 April 2026, Masih Stabil Mulai Rp 1 Jutaan","KOMPAS.com - Realme dan Oppo terus memperbarui jajaran produk mereka dengan menghadirkan berbagai pilihan smartphone, tablet, smartwatch, hingga aksesori di berbagai segmen harga. Menjelang akhir April 2026 ini, sejumlah model baru resmi tersedia di pasaran, sementara beberapa produk lama mendapatkan penyesuaian harga yang cukup menarik di toko resmi masing-masing. Bagi Anda yang sedang mempertimbangkan untuk membeli produk Realme atau Oppo , berikut KompasTekno rangkumkan daftar harga terbaru per 29 April 2026, dikelompokkan berdasarkan kategori dan serinya agar lebih mudah dibandingkan. Itulah daftar harga terbaru produk Realme dan OPPO per 29 April 2026 yang dirangkum dari Official Store masing-masing merek. Perlu diingat, harga sewaktu-waktu dapat berubah mengikuti promo, kebijakan platform, maupun ketersediaan stok.","0","realme dan oppo terus memperbarui jajaran produk mereka dengan menghadirkan berbagai pilihan smartphone, tablet, smartwatch, hingga aksesori di berbagai segmen harga. menjelang akhir april 2026 ini, sejumlah model baru resmi tersedia di pasaran, sementara beberapa produk lama mendapatkan penyesuaian harga yang cukup menarik di toko resmi masing masing. bagi anda yang sedang mempertimbangkan untuk membeli produk realme atau oppo , berikut kompastekno rangkumkan daftar harga terbaru per 29 april 2026, dikelompokkan berdasarkan kategori dan serinya agar lebih mudah dibandingkan. itulah daftar harga terbaru produk realme dan oppo per 29 april 2026 yang dirangkum dari official store masing masing merek. perlu diingat, harga sewaktu waktu dapat berubah mengikuti promo, kebijakan platform, maupun ketersediaan stok."
"https://tekno.kompas.com/read/2026/04/29/16010087/vivo-rilis-tws-5i-baterai-awet-50-jam-dan-fitur-ai-peredam-bising","Vivo Rilis TWS 5i, Baterai Awet 50 Jam dan Fitur AI Peredam Bising","KOMPAS.com - Vendor gadget Vivo meluncurkan earbud nirkabel baru, disebut Vivo TWS 5i. Earbud True Wireless Stereo (TWS) ini mengunggulkan aspek daya tahannya yang lama hingga total 50 jam. Menurut Vivo , TWS 5i menawarkan daya tahan sampai 11,5 jam untuk sekali pengecasan. Pengecasan 10 menit saja diklaim menawarkan waktu pemutaran musik dampai empat jam lebih. Namun bila diakumulasikan, charging case -nya mampu mengisi daya earbud sampai 50 jam. Dengan kata lain, TWS ini bisa mengakomodasi aktivitas pengguna dalam beberapa hari, tanpa perlu sering diisi ulang. Selain daya tahannya, Vivo juga mengunggulkan fitur peredam bising berbasis kecerdasan buatan ( AI ) saat pengguna melakukan panggilan lewat TWS. Dukungan ini memungkinkan pengguna mendengar suara lawan suara dengan jernih.","0","vendor gadget vivo meluncurkan earbud nirkabel baru, disebut vivo tws 5i. earbud true wireless stereo tws ini mengunggulkan aspek daya tahannya yang lama hingga total 50 jam. menurut vivo , tws 5i menawarkan daya tahan sampai 11,5 jam untuk sekali pengecasan. pengecasan 10 menit saja diklaim menawarkan waktu pemutaran musik dampai empat jam lebih. namun bila diakumulasikan, charging case nya mampu mengisi daya earbud sampai 50 jam. dengan kata lain, tws ini bisa mengakomodasi aktivitas pengguna dalam beberapa hari, tanpa perlu sering diisi ulang. selain daya tahannya, vivo juga mengunggulkan fitur peredam bising berbasis kecerdasan buatan ai saat pengguna melakukan panggilan lewat tws. dukungan ini memungkinkan pengguna mendengar suara lawan suara dengan jernih."
"https://tekno.kompas.com/read/2026/04/28/04350047/salin-teks-ini-buat-bikin-pesan-kosong-di-whatsapp-menarik-dicoba","Salin Teks Ini buat Bikin Pesan Kosong di WhatsApp, Menarik Dicoba","KOMPAS.com - Pengguna mungkin tertarik untuk mengetahui beberapa trik di aplikasi WhatsApp atau biasa disingkat WA, yang bisa dipakai sebagai hiburan saat berinteraksi dengan orang-orang terdekat. Salah satu trik itu seperti cara mengirim pesan kosong di WA. Sebagai informasi, di WhatsApp , pengguna sejatinya tidak bisa mengirim chat atau pesan tanpa karakter sama sekali. Jadi, untuk bisa kirim chat ke kontak, pengguna setidaknya harus mencantumkan satu karakter, bisa huruf, simbol, atau emoji. Jika tidak terdapat karakter sama sekali, tombol pengiriman pesan tidak akan muncul, sehingga pengguna tak dapat kirim pesan kosong. Meski secara sistem bawaan tidak bisa, ada satu trik yang bisa dipakai untuk bikin pesan kosong di WA. Cara bikin pesan kosong di WA menarik buat dicoba. Pasalnya, pengguna jadi bisa mengirim pesan tanpa berisi karakter alias kosong ke ruang obrolan WhatsApp.","0","pengguna mungkin tertarik untuk mengetahui beberapa trik di aplikasi whatsapp atau biasa disingkat wa, yang bisa dipakai sebagai hiburan saat berinteraksi dengan orang orang terdekat. salah satu trik itu seperti cara mengirim pesan kosong di wa. sebagai informasi, di whatsapp , pengguna sejatinya tidak bisa mengirim chat atau pesan tanpa karakter sama sekali. jadi, untuk bisa kirim chat ke kontak, pengguna setidaknya harus mencantumkan satu karakter, bisa huruf, simbol, atau emoji. jika tidak terdapat karakter sama sekali, tombol pengiriman pesan tidak akan muncul, sehingga pengguna tak dapat kirim pesan kosong. meski secara sistem bawaan tidak bisa, ada satu trik yang bisa dipakai untuk bikin pesan kosong di wa. cara bikin pesan kosong di wa menarik buat dicoba. pasalnya, pengguna jadi bisa mengirim pesan tanpa berisi karakter alias kosong ke ruang obrolan whatsapp."
"https://tekno.kompas.com/read/2026/04/29/14040057/keren-menlu-singapura-rakit-ai-sendiri-pakai-nanoclaw-dan-raspberry-pi-","Keren, Menlu Singapura Rakit AI Sendiri Pakai NanoClaw dan Raspberry Pi","KOMPAS.com - Banyak politisi dunia saat ini baru sebatas berwacana soal regulasi kecerdasan buatan (AI). Namun, Menteri Luar Negeri Singapura, Dr. Vivian Balakrishnan justru mengambil langkah yang jauh berbeda. Balakrishnan secara terbuka memamerkan asisten AI pribadi yang ia bangun sendiri untuk membantu pekerjaan sehari-harinya. Asisten pintar tersebut ia deskripsikan sebagai ""otak kedua"" bagi seorang diplomat. AI racikannya ini mampu menjawab setiap pertanyaan teknis, meriset topik, menyusun draf pidato, hingga memberikan pengarahan (briefing) harian. ""Sistem ini telah menjadi sesuatu yang tak ternilai harganya, saya bahkan tidak berani mematikannya!"" tulis Balakrishnan, dikutip KompasTekno dari unggahannya di Facebook . Balakrishnan sendiri bukanlah politisi sembarangan yang sekadar ikut-ikutan tren teknologi.","0","banyak politisi dunia saat ini baru sebatas berwacana soal regulasi kecerdasan buatan ai . namun, menteri luar negeri singapura, dr. vivian balakrishnan justru mengambil langkah yang jauh berbeda. balakrishnan secara terbuka memamerkan asisten ai pribadi yang ia bangun sendiri untuk membantu pekerjaan sehari harinya. asisten pintar tersebut ia deskripsikan sebagai otak kedua bagi seorang diplomat. ai racikannya ini mampu menjawab setiap pertanyaan teknis, meriset topik, menyusun draf pidato, hingga memberikan pengarahan briefing harian. sistem ini telah menjadi sesuatu yang tak ternilai harganya, saya bahkan tidak berani mematikannya tulis balakrishnan, dikutip kompastekno dari unggahannya di facebook . balakrishnan sendiri bukanlah politisi sembarangan yang sekadar ikut ikutan tren teknologi."
"https://tekno.kompas.com/read/2026/04/23/03350017/laptop-sering-mati-dan-harus-dicas-terus-mungkin-ini-masalahnya","Laptop Sering Mati dan Harus Dicas Terus, Mungkin Ini Masalahnya","KOMPAS.com - Tiap baterai pada laptop memiliki tingkat kesehatan. Untuk diketahui, kesehatan baterai atau battery health adalah ukuran kemampuan baterai menyimpan daya dan bisa digunakan dalam jangka waktu tertentu sebelum perlu dicas kembali. Seiring lamanya pemakaian, kesehatan baterai laptop bisa menurun. Jika sudah menurun drastis, laptop bisa kehabisan daya dengan cepat, sering mati, dan harus dicas terus. Oleh karena itu, pengguna penting memeriksa secara berkala kesehatan baterai laptop. Lantas, bagaimana cara melihat battery health laptop ? Jika tertarik untuk mengetahui lebih lanjut, silakan simak penjelasan lengkap di bawah ini mengenai cara cek kesehatan baterai laptop dengan mudah untuk semua model. Cara cek kesehatan baterai laptop itu pada dasarnya cukup mudah. Dalam cara melihat battery health laptop ini, pengguna tak perlu repot-repot memakai aplikasi tambahan.","0","tiap baterai pada laptop memiliki tingkat kesehatan. untuk diketahui, kesehatan baterai atau battery health adalah ukuran kemampuan baterai menyimpan daya dan bisa digunakan dalam jangka waktu tertentu sebelum perlu dicas kembali. seiring lamanya pemakaian, kesehatan baterai laptop bisa menurun. jika sudah menurun drastis, laptop bisa kehabisan daya dengan cepat, sering mati, dan harus dicas terus. oleh karena itu, pengguna penting memeriksa secara berkala kesehatan baterai laptop. lantas, bagaimana cara melihat battery health laptop jika tertarik untuk mengetahui lebih lanjut, silakan simak penjelasan lengkap di bawah ini mengenai cara cek kesehatan baterai laptop dengan mudah untuk semua model. cara cek kesehatan baterai laptop itu pada dasarnya cukup mudah. dalam cara melihat battery health laptop ini, pengguna tak perlu repot repot memakai aplikasi tambahan."
"https://tekno.kompas.com/read/2026/04/29/15150097/20-contoh-pidato-hardiknas-untuk-upacara-di-sekolah-pakai-prompt-ini-di-gemini","20 Contoh Pidato Hardiknas untuk Upacara di Sekolah, Pakai Prompt Ini di Gemini dan ChatGPT","KOMPAS.com - Hari Pendidikan Nasional atau Hardiknas yang jatuh pada 2 Mei menjadi salah satu momen penting yang dirayakan di sekolah-sekolah seluruh Indonesia, salah satunya lewat upacara bendera. Dalam upacara tersebut, pidato menjadi bagian yang tidak bisa dilewatkan, baik dibacakan oleh kepala sekolah, guru, maupun perwakilan siswa. Bagi yang kesulitan menyusun pidato dari nol, kecerdasan buatan seperti Gemini dan ChatGPT bisa menjadi solusi praktis. Dengan memasukkan prompt yang tepat, kedua platform AI tersebut mampu menghasilkan teks pidato Hardiknas yang relevan, bermakna, dan siap dibacakan di hadapan peserta upacara. Berikut contoh prompt yang bisa langsung kamu coba. Buatkan contoh pidato Hari Pendidikan Nasional untuk upacara di sekolah dasar. Pidato ditujukan untuk siswa SD kelas 4–6, sehingga gunakan bahasa yang sederhana, hangat, dan mudah dipahami anak-anak.","0","hari pendidikan nasional atau hardiknas yang jatuh pada 2 mei menjadi salah satu momen penting yang dirayakan di sekolah sekolah seluruh indonesia, salah satunya lewat upacara bendera. dalam upacara tersebut, pidato menjadi bagian yang tidak bisa dilewatkan, baik dibacakan oleh kepala sekolah, guru, maupun perwakilan siswa. bagi yang kesulitan menyusun pidato dari nol, kecerdasan buatan seperti gemini dan chatgpt bisa menjadi solusi praktis. dengan memasukkan prompt yang tepat, kedua platform ai tersebut mampu menghasilkan teks pidato hardiknas yang relevan, bermakna, dan siap dibacakan di hadapan peserta upacara. berikut contoh prompt yang bisa langsung kamu coba. buatkan contoh pidato hari pendidikan nasional untuk upacara di sekolah dasar. pidato ditujukan untuk siswa sd kelas 4 6, sehingga gunakan bahasa yang sederhana, hangat, dan mudah dipahami anak anak."
